Date,Close
2018-01-03,0.011760094080752737
2018-01-04,-0.010461061604029487
2018-01-05,0.02036021926389986
2018-01-08,-0.0019186492709132308
2018-01-09,-0.03114186851211076
2018-01-10,-0.030952380952380953
2018-01-11,-0.012285012285012331
2018-01-12,-0.0008291873963516272
2018-01-15,0.007053941908713668
2018-01-16,0.030078285949732164
2018-01-17,-0.007600000000000051
2018-01-18,0.005642885933091479
2018-01-19,-0.011623246492985961
2018-01-22,-0.021897810218978075
2018-01-23,0.019071310116086204
2018-01-24,0.003661513425549323
2018-01-25,0.01864612890149986
2018-01-26,0.010346199761241515
2018-01-29,0.008664828672705793
2018-01-30,-0.027723545490042967
2018-01-31,0.002008032128514081
2018-02-01,-0.0016032064128256307
2018-02-02,-0.04255319148936165
2018-02-05,0.004612159329140386
2018-02-06,-0.01043405676126874
2018-02-07,-0.03416280050611553
2018-02-08,0.004366812227074135
2018-02-09,-0.02826086956521734
2018-02-12,0.02281879194630876
2018-02-13,0.039807524059492616
2018-02-14,0.03071098022717722
2018-02-19,-0.012653061224489837
2018-02-20,-0.02025630425795788
2018-02-21,-0.0025316455696202667
2018-02-22,-0.010998307952622688
2018-02-23,0.009837467921300247
2018-02-26,0.0033883947479882437
2018-02-27,0.0
2018-02-28,-0.006753904601097482
2018-03-02,-0.02209944751381221
2018-03-05,-0.01781833985223813
2018-03-06,0.04026548672566377
2018-03-07,0.034028073160357275
2018-03-08,0.01192924722336497
2018-03-09,0.01097560975609757
2018-03-12,0.0
2018-03-13,0.0386007237635706
2018-03-14,0.0019357336430507743
2018-03-15,-0.004250386398763517
2018-03-16,-0.007760962359332546
2018-03-19,-0.007821666014861117
2018-03-20,0.009065825778478587
2018-03-21,-0.0027343749999999556
2018-03-22,0.014101057579318343
2018-03-23,-0.0397837002703747
2018-03-26,0.011263073209975882
2018-03-27,-0.005966587112171795
2018-03-28,-0.025610244097639012
2018-03-29,0.006981519507186951
2018-03-30,0.0036704730831973453
2018-04-02,-0.013815522145469328
2018-04-03,-0.008652657601977753
2018-04-04,-0.02493765586034913
2018-04-05,0.038789428815004356
2018-04-06,-0.006975789905621643
2018-04-09,0.016528925619834656
2018-04-10,-0.006504065040650375
2018-04-11,-0.00040916530278234386
2018-04-12,0.002865329512893977
2018-04-13,0.01632653061224487
2018-04-16,0.010843373493975905
2018-04-17,-0.007151370679380209
2018-04-18,0.027611044417767072
2018-04-19,0.027647975077881526
2018-04-20,-0.02197802197802201
2018-04-23,0.005424254165052211
2018-04-24,-0.02774566473988438
2018-04-25,-0.0011890606420927874
2018-04-26,0.03452380952380962
2018-04-27,0.016494054468737973
2018-04-30,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,-0.02075471698113207
2018-05-08,0.01348747591522148
2018-05-09,-0.03231939163498099
2018-05-10,0.013752455795677854
2018-05-11,-0.005813953488372103
2018-05-14,-0.023391812865497075
2018-05-15,-0.017964071856287456
2018-05-16,0.013211382113821113
2018-05-17,-0.009027081243731194
2018-05-18,0.002024291497975783
2018-05-21,0.010101010101010166
2018-05-23,0.03600000000000003
2018-05-24,-0.007722007722007707
2018-05-25,0.02529182879377423
2018-05-28,-0.007590132827324458
2018-05-29,-0.019120458891013437
2018-05-30,-0.03508771929824561
2018-05-31,0.024242424242424176
2018-06-01,0.01183431952662728
2018-06-04,-0.003898635477582846
2018-06-05,0.00391389432485334
2018-06-07,-0.013645224171540016
2018-06-08,-0.018774703557312256
2018-06-11,0.0050352467270895485
2018-06-12,-0.01002004008016033
